NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:05:32",
CHAN,MEAS,FORMAT
3,S12,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 7.1559E-6,-9.9522E+0
-18895, 1.0233E-5,-1.3431E+0
-17789, 7.2943E-6, 9.7501E+1
-16684, 4.6085E-6, 1.6721E+2
-15579, 8.5811E-6,-1.3969E+2
-14474, 7.0932E-6, 2.1407E+1
-13368, 6.9208E-6,-9.2899E+1
-12263, 3.2917E-6, 1.5396E+2
-11158, 5.2721E-6, 5.511E+0
-10053, 2.4178E-6,-1.2324E+2
-8947, 1.043E-5,-4.9686E+0
-7842, 7.1876E-6, 4.9838E+1
-6737, 1.7583E-5, 8.8246E+1
-5632, 3.295E-6, 1.474E+2
-4526, 1.9074E-5, 1.532E+2
-3421, 8.6892E-6, 1.5323E+2
-2316, 3.5902E-5,-1.0759E+2
-1211, 8.0903E-5, 5.8461E+0
-105, 1.5325E-3, 4.8634E+1
1000, 1.1537E-2,-8.6793E+1
2105, 1.7017E-2, 1.2967E+2
3211, 8.7976E-3,-6.1166E+0
4316, 2.2543E-3,-1.0466E+2
5421, 4.3854E-4,-1.2204E+2
6526, 4.3143E-4, 4.0221E+1
7632, 3.55E-3,-1.2237E+1
8737, 4.0362E-3,-1.4602E+2
9842, 4.6207E-3, 1.691E+2
10947, 4.7446E-3, 2.0053E+1
12053, 2.1955E-3,-1.0402E+2
13158, 1.7146E-3, 1.3678E+2
14263, 2.8519E-3, 5.7134E+1
15368, 1.1209E-3, 1.2708E+2
16474, 3.5298E-3,-9.3161E+1
17579, 1.4413E-4,-3.4369E+1
18684, 1.8048E-3, 5.7266E+1
19789, 1.3982E-3,-1.049E+2
20895, 4.9813E-4, 6.2547E+1
22000, 7.5288E-4, 1.1167E+2
23105, 3.0535E-4, 1.5743E+2
24211, 1.4201E-4,-1.054E+2
25316, 9.1263E-4,-1.5932E+2
26421, 1.0308E-3,-4.9642E+1
27526, 9.6104E-4, 1.2332E+1
28632, 8.352E-4, 1.1662E+2
29737, 3.4686E-4,-1.7132E+2
30842, 1.9743E-4, 2.5286E+1
31947, 2.1694E-4, 1.6333E+2
33053, 2.4905E-4,-1.3205E+2
34158, 8.5982E-5, 1.6111E+2
35263, 7.4106E-4,-8.4007E+1
36368, 3.3615E-4, 6.1249E+0
37474, 1.2865E-3, 6.1209E+1
38579, 4.2218E-4,-1.7287E+2
39684, 7.635E-4,-1.3686E+2
40789, 2.1928E-4,-1.7237E+2
41895, 7.6083E-4,-3.7612E+1
43000, 7.1158E-4, 5.6562E+1
44105, 1.008E-3, 1.2952E+2
45210, 1.0577E-3,-1.3087E+2
46316, 1.5313E-3,-3.8463E+1
47421, 6.7731E-4, 3.1691E+1
48526, 1.3318E-3, 1.2309E+2
49632, 2.5154E-4, 1.402E+2
50737, 1.3967E-3,-1.4603E+2
51842, 1.1909E-3,-1.3261E+1
52947, 8.8257E-4,-2.1988E+1
54053, 1.3428E-3, 1.3757E+2
55158, 3.9697E-4, 8.4897E+0
56263, 5.9449E-4,-1.1298E+2
57368, 5.0177E-4, 7.723E+1
58474, 5.437E-4,-1.051E+2
59579, 5.3223E-4, 1.1009E+2
60684, 5.1781E-4,-6.974E+1
61789, 1.2019E-4,-2.3647E+1
62895, 6.8561E-4, 6.1762E+1
64000, 6.2402E-4,-1.5568E+2
65105, 3.4876E-4,-9.1077E+0
66210, 2.6652E-4, 1.3831E+2
67316, 3.729E-4,-1.25E+2
68421, 3.8446E-4,-1.9411E+1
69526, 3.3176E-4, 8.4797E+1
70632, 8.8184E-5,-8.1021E+1
71737, 7.99E-5, 7.2E+1
72842, 4.1889E-4, 1.3751E+2
