NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:05:29",
CHAN,MEAS,FORMAT
2,S21,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 4.1785E-6,-5.3703E+1
-18895, 5.822E-6,-5.752E+1
-17789, 5.2059E-6, 5.4242E+1
-16684, 2.269E-6, 1.2537E+1
-15579, 3.0524E-6,-1.5555E+2
-14474, 2.9723E-6, 3.1978E+1
-13368, 3.8574E-6,-1.5563E+2
-12263, 3.8851E-6,-1.3749E+2
-11158, 3.6898E-6,-9.6927E+0
-10053, 2.8798E-6,-7.7783E+1
-8947, 9.6895E-6, 2.3854E+0
-7842, 9.5012E-6, 2.1662E+1
-6737, 1.6919E-5, 9.705E+1
-5632, 6.2085E-6, 1.0622E+2
-4526, 1.7851E-5, 1.5225E+2
-3421, 1.5297E-5, 1.7002E+2
-2316, 3.5337E-5,-1.0946E+2
-1211, 8.2567E-5, 5.5412E+0
-105, 1.5395E-3, 4.8886E+1
1000, 1.1557E-2,-8.6383E+1
2105, 1.7053E-2, 1.2999E+2
3211, 8.8086E-3,-5.8502E+0
4316, 2.2687E-3,-1.0437E+2
5421, 4.2463E-4,-1.211E+2
6526, 4.255E-4, 4.0739E+1
7632, 3.5679E-3,-1.1126E+1
8737, 4.0555E-3,-1.4524E+2
9842, 4.6503E-3, 1.6984E+2
10947, 4.7675E-3, 2.0642E+1
12053, 2.1932E-3,-1.0307E+2
13158, 1.707E-3, 1.3739E+2
14263, 2.8592E-3, 5.8233E+1
15368, 1.1418E-3, 1.2852E+2
16474, 3.5519E-3,-9.2162E+1
17579, 1.5164E-4,-3.6367E+1
18684, 1.8204E-3, 5.8523E+1
19789, 1.4004E-3,-1.037E+2
20895, 5.0288E-4, 6.3697E+1
22000, 7.5681E-4, 1.1275E+2
23105, 3.0342E-4, 1.5971E+2
24211, 1.426E-4,-1.0441E+2
25316, 9.1624E-4,-1.5794E+2
26421, 1.0323E-3,-4.8266E+1
27526, 9.6601E-4, 1.3846E+1
28632, 8.3514E-4, 1.1845E+2
29737, 3.4851E-4,-1.6957E+2
30842, 2.0629E-4, 2.6824E+1
31947, 2.1619E-4, 1.6354E+2
33053, 2.5197E-4,-1.3026E+2
34158, 8.3371E-5, 1.6415E+2
35263, 7.3454E-4,-8.2937E+1
36368, 3.3071E-4, 6.324E+0
37474, 1.292E-3, 6.2379E+1
38579, 4.1709E-4,-1.7258E+2
39684, 7.8241E-4,-1.3508E+2
40789, 2.1367E-4,-1.7164E+2
41895, 7.6225E-4,-3.4827E+1
43000, 7.093E-4, 5.8786E+1
44105, 1.0019E-3, 1.3199E+2
45210, 1.0622E-3,-1.2953E+2
46316, 1.5409E-3,-3.6663E+1
47421, 6.9302E-4, 3.3179E+1
48526, 1.3452E-3, 1.2466E+2
49632, 2.648E-4, 1.4541E+2
50737, 1.3995E-3,-1.4341E+2
51842, 1.1935E-3,-1.1199E+1
52947, 8.799E-4,-1.9752E+1
54053, 1.3414E-3, 1.3885E+2
55158, 3.789E-4, 1.0065E+1
56263, 6.0015E-4,-1.0988E+2
57368, 5.132E-4, 8.011E+1
58474, 5.5295E-4,-1.0248E+2
59579, 5.2355E-4, 1.1187E+2
60684, 5.0413E-4,-6.7532E+1
61789, 1.218E-4,-1.9896E+1
62895, 6.8236E-4, 6.3886E+1
64000, 6.4176E-4,-1.5385E+2
65105, 3.5785E-4,-7.2015E+0
66210, 2.6136E-4, 1.3573E+2
67316, 3.8851E-4,-1.2389E+2
68421, 3.8874E-4,-1.7834E+1
69526, 3.4629E-4, 8.6453E+1
70632, 9.2492E-5,-8.0788E+1
71737, 6.9615E-5, 7.694E+1
72842, 4.2641E-4, 1.389E+2
