NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:05:34",
CHAN,MEAS,FORMAT
4,S22,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 3.9173E-4, 1.2388E+2
-18895, 3.0018E-4, 1.7289E+2
-17789, 2.5757E-4,-1.7927E+2
-16684, 3.2573E-4,-1.4827E+2
-15579, 3.5856E-4,-1.363E+2
-14474, 3.9686E-4,-7.4508E+1
-13368, 6.3808E-4,-8.0527E+1
-12263, 2.4888E-4,-2.6235E+1
-11158, 3.0964E-4,-1.6929E+1
-10053, 3.0226E-4, 4.3255E+1
-8947, 1.2339E-4,-1.6999E+2
-7842, 4.2066E-4, 4.5588E+1
-6737, 3.8451E-4,-1.0353E+2
-5632, 2.9421E-4,-9.8639E+1
-4526, 9.9773E-4,-2.2897E+1
-3421, 9.484E-4, 3.6406E+1
-2316, 7.7567E-4, 1.4763E+2
-1211, 5.5248E-2,-1.7415E+2
-105, 3.7855E-1, 5.6677E+1
1000, 4.1584E-1,-9.5434E+1
2105, 1.4785E-1, 2.9763E+1
3211, 1.421E-1,-1.7488E+2
4316, 1.1247E-1,-1.7441E+1
5421, 1.2398E-1, 1.686E+2
6526, 1.9918E-1,-4.9287E+0
7632, 1.386E-1,-1.5416E+2
8737, 7.7735E-2, 1.1788E+2
9842, 7.4576E-2,-3.4404E+1
10947, 5.5042E-2, 1.0141E+2
12053, 3.4179E-2,-1.3604E+2
13158, 9.4764E-3,-1.7432E+2
14263, 2.9476E-2,-9.4208E-1
15368, 1.8341E-2,-1.2192E+2
16474, 1.1926E-2, 4.1355E+1
17579, 6.9408E-3, 1.3151E+2
18684, 2.8328E-3,-1.479E+2
19789, 4.4599E-3,-3.6675E+1
20895, 9.3945E-3, 1.2079E+2
22000, 4.6667E-3,-1.0459E+2
23105, 3.719E-3,-4.6406E+1
24211, 2.2153E-3, 5.1574E+1
25316, 1.5516E-3,-1.2405E+2
26421, 2.9511E-3, 1.1341E+1
27526, 2.3573E-3, 1.0417E+2
28632, 2.5815E-3, 1.5609E+2
29737, 1.3907E-3,-1.2297E+2
30842, 8.5659E-4,-9.8994E+1
31947, 1.1279E-3,-3.8879E+1
33053, 1.7888E-3, 6.9399E+1
34158, 3.9255E-3,-1.6697E+2
35263, 4.0782E-3,-4.4572E+1
36368, 4.2571E-3,-1.7115E+1
37474, 7.6069E-3, 1.2027E+2
38579, 6.5537E-4, 1.1352E+2
39684, 3.4916E-3,-1.3214E+2
40789, 3.9682E-3,-7.828E+1
41895, 2.6494E-3,-3.506E+0
43000, 4.5575E-3, 6.6281E+1
44105, 1.9761E-3,-1.6321E+2
45210, 4.2088E-4, 6.1348E+1
46316, 8.5038E-4, 1.3731E+2
47421, 1.2723E-3,-1.5615E+2
48526, 1.1511E-3,-8.7339E+1
49632, 2.0969E-4, 1.5232E+2
50737, 1.8442E-3,-4.0184E+1
51842, 2.4954E-3, 3.2573E+1
52947, 2.733E-3, 1.2922E+2
54053, 2.035E-3,-1.7349E+2
55158, 1.9671E-3,-7.3279E+1
56263, 9.4724E-4,-1.3457E+2
57368, 1.3043E-3,-1.4639E+0
58474, 9.0849E-4, 4.3168E+1
59579, 7.2686E-4,-1.6147E+2
60684, 7.866E-4,-1.2509E+1
61789, 1.6319E-3, 8.0991E+1
62895, 1.4654E-3,-1.7065E+2
64000, 1.1948E-3,-8.7301E+1
65105, 7.1063E-4, 4.3204E+1
66210, 5.1061E-4,-1.1973E+2
67316, 9.8448E-4, 6.1935E+0
68421, 6.5042E-4, 1.1507E+2
69526, 5.877E-4,-1.6525E+2
70632, 8.6373E-4, 5.6728E+1
71737, 9.6344E-4,-1.7692E+2
