NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:07:13",
CHAN,MEAS,FORMAT
2,S21,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 4.1694E-6,-1.4284E+2
-18895, 7.8645E-6,-8.6147E+1
-17789, 3.4181E-6, 7.1562E+0
-16684, 5.2172E-6,-8.6133E+0
-15579, 9.8526E-7, 6.0974E-1
-14474, 4.1306E-6, 6.6872E+1
-13368, 4.6831E-6,-1.7604E+2
-12263, 4.9143E-6,-1.3831E+2
-11158, 4.217E-6,-2.4266E+0
-10053, 3.8787E-6,-7.865E+1
-8947, 7.5917E-6,-2.4513E+0
-7842, 8.6021E-6, 2.3036E+1
-6737, 1.5976E-5, 9.1572E+1
-5632, 6.4207E-6, 8.921E+1
-4526, 1.8517E-5, 1.4795E+2
-3421, 1.6548E-5, 1.6787E+2
-2316, 3.6981E-5,-1.1019E+2
-1211, 8.2308E-5, 3.175E+0
-105, 1.5298E-3, 4.822E+1
1000, 1.1552E-2,-8.6995E+1
2105, 1.7111E-2, 1.2936E+2
3211, 8.8599E-3,-6.5382E+0
4316, 2.2877E-3,-1.0496E+2
5421, 4.3309E-4,-1.2267E+2
6526, 4.5057E-4, 4.0128E+1
7632, 3.5558E-3,-1.1912E+1
8737, 4.078E-3,-1.46E+2
9842, 4.6405E-3, 1.6919E+2
10947, 4.7882E-3, 2.0135E+1
12053, 2.2032E-3,-1.0375E+2
13158, 1.7274E-3, 1.3652E+2
14263, 2.8645E-3, 5.7405E+1
15368, 1.123E-3, 1.2915E+2
16474, 3.5514E-3,-9.267E+1
17579, 1.4128E-4,-3.2142E+1
18684, 1.8228E-3, 5.7784E+1
19789, 1.4074E-3,-1.0433E+2
20895, 5.082E-4, 6.4318E+1
22000, 7.5409E-4, 1.1266E+2
23105, 3.0531E-4, 1.593E+2
24211, 1.4505E-4,-1.03E+2
25316, 9.0755E-4,-1.5807E+2
26421, 1.0343E-3,-4.8263E+1
27526, 9.5653E-4, 1.3844E+1
28632, 8.397E-4, 1.1833E+2
29737, 3.4782E-4,-1.6926E+2
30842, 2.0849E-4, 2.6211E+1
31947, 2.1633E-4, 1.6481E+2
33053, 2.4018E-4,-1.3072E+2
34158, 1.192E-4, 1.7399E+2
35263, 7.5092E-4,-7.842E+1
36368, 3.7176E-4, 1.0191E+1
37474, 1.2383E-3, 6.7404E+1
38579, 4.2105E-4,-1.691E+2
39684, 7.3862E-4,-1.313E+2
40789, 2.1179E-4,-1.7036E+2
41895, 7.756E-4,-3.1198E+1
43000, 7.0209E-4, 6.2457E+1
44105, 1.0491E-3, 1.3622E+2
45210, 1.068E-3,-1.2598E+2
46316, 1.5569E-3,-3.4192E+1
47421, 7.1403E-4, 3.3929E+1
48526, 1.3413E-3, 1.2622E+2
49632, 2.8553E-4, 1.4729E+2
50737, 1.4105E-3,-1.422E+2
51842, 1.2006E-3,-9.4482E+0
52947, 8.7527E-4,-1.9068E+1
54053, 1.3274E-3, 1.4131E+2
55158, 3.9316E-4, 1.7217E+1
56263, 6.1427E-4,-1.0701E+2
57368, 5.2137E-4, 8.1516E+1
58474, 5.5011E-4,-1.0205E+2
59579, 5.2849E-4, 1.1281E+2
60684, 5.1296E-4,-6.6106E+1
61789, 1.257E-4,-1.6584E+1
62895, 6.7923E-4, 6.5994E+1
64000, 6.3054E-4,-1.4831E+2
65105, 3.12E-4,-1.6328E+0
66210, 2.4081E-4, 1.4237E+2
67316, 3.3559E-4,-1.2372E+2
68421, 4.0237E-4,-1.9358E+1
69526, 3.3135E-4, 9.2626E+1
70632, 5.3627E-5,-9.9204E+1
71737, 6.9307E-5, 4.3158E+1
72842, 4.1236E-4, 1.4142E+2
