NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:18:34",
CHAN,MEAS,FORMAT
1,S11,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 2.3181E-4, 9.1414E+1
-18895, 3.5708E-4, 1.7507E+2
-17789, 3.0584E-4,-1.6929E+2
-16684, 3.372E-4,-1.5475E+2
-15579, 4.2407E-4,-1.4334E+2
-14474, 4.4378E-4,-8.7518E+1
-13368, 4.5869E-4,-6.512E+1
-12263, 2.8365E-4,-3.4038E+1
-11158, 4.4037E-4,-1.9692E+1
-10053, 3.1684E-4, 2.7138E+1
-8947, 2.6784E-4, 1.2931E+2
-7842, 5.2726E-4, 5.4424E+1
-6737, 7.1379E-4,-5.809E+1
-5632, 4.9747E-4,-1.3051E+2
-4526, 9.4812E-4,-3.1702E+1
-3421, 1.1213E-3, 3.0554E+1
-2316, 1.1229E-3, 1.2882E+2
-1211, 5.6003E-2, 1.7442E+2
-105, 3.8392E-1, 4.9073E+1
1000, 4.3129E-1,-1.0103E+2
2105, 1.4455E-1, 2.6307E+1
3211, 1.4526E-1,-1.7998E+2
4316, 1.1124E-1,-2.2919E+1
5421, 1.22E-1, 1.6372E+2
6526, 1.9322E-1,-8.5831E+0
7632, 1.3743E-1,-1.5839E+2
8737, 8.1417E-2, 1.1609E+2
9842, 8.0331E-2,-3.499E+1
10947, 5.3411E-2, 1.0024E+2
12053, 3.3529E-2,-1.3761E+2
13158, 9.7598E-3, 1.7569E+2
14263, 2.7732E-2,-2.4966E+0
15368, 2.12E-2,-1.1955E+2
16474, 1.3217E-2, 4.4371E+1
17579, 7.3641E-3, 1.2487E+2
18684, 2.9945E-3,-1.3209E+2
19789, 4.9104E-3,-2.367E+1
20895, 9.8469E-3, 1.2511E+2
22000, 5.0273E-3,-1.0585E+2
23105, 4.4666E-3,-4.8255E+1
24211, 2.5969E-3, 6.0812E+1
25316, 1.0828E-3,-1.592E+2
26421, 1.7999E-3,-4.834E+0
27526, 1.047E-3, 8.4695E+1
28632, 1.7753E-3, 1.2851E+2
29737, 1.247E-3, 1.6254E+2
30842, 1.5053E-3,-1.3022E+2
31947, 1.5871E-3,-5.6305E+1
33053, 1.8602E-3, 4.1703E+1
34158, 3.4229E-3, 1.6358E+2
35263, 4.0497E-3,-8.5066E+1
36368, 4.2059E-3,-6.7868E+0
37474, 4.9997E-3, 7.6343E+1
38579, 3.9246E-3, 1.7944E+2
39684, 2.5177E-3,-1.7229E+2
40789, 5.0527E-3,-7.5017E+1
41895, 2.7014E-3,-5.191E-1
43000, 4.4042E-3, 5.1305E+1
44105, 3.2863E-3, 1.5129E+2
45210, 1.7728E-3,-1.6788E+2
46316, 2.9236E-3,-1.0203E+2
47421, 1.6955E-3, 1.5314E+1
48526, 2.1471E-3, 1.9674E+1
49632, 3.6403E-3, 1.4813E+2
50737, 1.8247E-3,-7.819E+1
51842, 1.7434E-3,-5.5552E+1
52947, 3.4043E-3, 8.5557E+1
54053, 1.4529E-3,-1.3899E+2
55158, 9.484E-4,-1.5053E+2
56263, 1.5978E-3,-4.5161E+1
57368, 8.3102E-4,-6.4539E+1
58474, 2.0819E-3, 7.6422E+1
59579, 6.5833E-4,-1.6011E+2
60684, 1.0294E-3,-1.279E+2
61789, 1.2947E-3, 7.9926E+0
62895, 1.069E-3, 1.3542E+2
64000, 5.3034E-4,-9.1542E+1
65105, 5.8065E-4,-3.6483E+1
66210, 9.2767E-4, 8.8356E+1
67316, 4.8078E-4,-1.3024E+2
68421, 3.9747E-4,-1.773E+2
69526, 7.1758E-4,-2.0962E+1
70632, 4.528E-4, 4.8154E+1
71737, 7.3086E-4, 1.408E+2
72842, 9.4646E-4,-1.371E+2
