NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:06:24",
CHAN,MEAS,FORMAT
4,S22,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
FREQUENCY,UNITS,UNITS
Hz,U,deg
50000000, 8.2673E-1,-1.0485E+2
52375000, 8.356E-1,-1.0927E+2
54750000, 8.4382E-1,-1.1354E+2
57125000, 8.5183E-1,-1.1791E+2
59500000, 8.6009E-1,-1.2208E+2
61875000, 8.6952E-1,-1.2621E+2
64250000, 8.764E-1,-1.3026E+2
66625000, 8.8262E-1,-1.3452E+2
69000000, 8.8967E-1,-1.3891E+2
71375000, 8.9595E-1,-1.4313E+2
73750000, 9.1058E-1,-1.4728E+2
76125000, 9.1399E-1,-1.517E+2
78500000, 9.1756E-1,-1.5615E+2
80875000, 9.2023E-1,-1.6077E+2
83250000, 9.2229E-1,-1.6551E+2
85625000, 9.2295E-1,-1.704E+2
88000000, 9.2332E-1,-1.7549E+2
90375000, 9.2135E-1, 1.7895E+2
92750000, 9.1515E-1, 1.7283E+2
95125000, 8.9828E-1, 1.6633E+2
97500000, 8.6874E-1, 1.5995E+2
99875000, 8.3113E-1, 1.5415E+2
102250000, 7.8911E-1, 1.4894E+2
104625000, 7.9259E-1, 1.4584E+2
107000000, 7.721E-1, 1.3476E+2
109375000, 7.5152E-1, 1.221E+2
111750000, 6.7371E-1, 1.1018E+2
114125000, 5.8596E-1, 9.4708E+1
116500000, 4.6604E-1, 7.6196E+1
118875000, 3.3144E-1, 5.0902E+1
121250000, 1.9144E-1, 9.2436E+0
123625000, 1.447E-1,-6.7632E+1
126000000, 2.0577E-1,-1.266E+2
128375000, 2.4464E-1,-1.5993E+2
130750000, 2.2388E-1, 1.7835E+2
133125000, 1.5436E-1, 1.7221E+2
135500000, 1.0838E-1,-1.6818E+2
137875000, 1.2531E-1,-1.2032E+2
140250000, 3.0044E-1,-1.1648E+2
142625000, 3.827E-1,-1.4053E+2
145000000, 3.9964E-1,-1.4824E+2
147375000, 4.4434E-1,-1.5411E+2
149750000, 4.8479E-1,-1.618E+2
152125000, 5.0659E-1,-1.7029E+2
154500000, 5.0654E-1,-1.7905E+2
156875000, 4.8127E-1, 1.7252E+2
159250000, 4.2973E-1, 1.665E+2
161625000, 3.7641E-1, 1.6675E+2
164000000, 3.6237E-1, 1.7124E+2
166375000, 3.7868E-1, 1.7345E+2
168750000, 4.0569E-1, 1.7177E+2
171125000, 4.168E-1, 1.6536E+2
173500000, 3.7448E-1, 1.6125E+2
175875000, 3.6606E-1, 1.6472E+2
178250000, 3.9447E-1, 1.6257E+2
180625000, 4.0458E-1, 1.5503E+2
183000000, 3.8349E-1, 1.4633E+2
185375000, 3.3369E-1, 1.3715E+2
187750000, 2.5402E-1, 1.2792E+2
190125000, 1.5303E-1, 1.2645E+2
192500000, 7.8782E-2, 1.5633E+2
194875000, 1.0056E-1,-1.5178E+2
197250000, 1.6976E-1,-1.3696E+2
199625000, 2.4946E-1,-1.366E+2
202000000, 3.3114E-1,-1.4171E+2
204375000, 3.8642E-1,-1.5102E+2
206750000, 3.9755E-1,-1.5887E+2
209125000, 3.8936E-1,-1.6171E+2
211500000, 3.8262E-1,-1.6046E+2
213875000, 3.9644E-1,-1.5658E+2
216250000, 4.417E-1,-1.5243E+2
218625000, 5.1463E-1,-1.5252E+2
221000000, 5.914E-1,-1.5635E+2
223375000, 6.4975E-1,-1.6146E+2
225750000, 6.8939E-1,-1.6697E+2
228125000, 7.1476E-1,-1.7154E+2
230500000, 7.3414E-1,-1.7442E+2
232875000, 7.8581E-1,-1.7807E+2
235250000, 8.2128E-1, 1.7548E+2
237625000, 8.1915E-1, 1.7025E+2
240000000, 8.1516E-1, 1.6593E+2
