NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:20:32",
CHAN,MEAS,FORMAT
4,S22,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 3.8657E-4, 1.2338E+2
-18895, 2.7756E-4, 1.7054E+2
-17789, 2.8861E-4,-1.7944E+2
-16684, 3.0439E-4,-1.4761E+2
-15579, 3.7898E-4,-1.3776E+2
-14474, 4.3105E-4,-8.0782E+1
-13368, 6.0276E-4,-8.5176E+1
-12263, 2.8079E-4,-1.2471E+1
-11158, 3.4746E-4,-2.1389E+1
-10053, 2.9376E-4, 3.8114E+1
-8947, 1.3002E-4, 1.7304E+2
-7842, 4.1445E-4, 4.5272E+1
-6737, 3.4308E-4,-1.1158E+2
-5632, 3.0116E-4,-9.6137E+1
-4526, 1.0329E-3,-2.165E+1
-3421, 8.6485E-4, 3.5853E+1
-2316, 6.8596E-4, 1.4143E+2
-1211, 5.4372E-2,-1.7545E+2
-105, 3.7689E-1, 5.5578E+1
1000, 4.1744E-1,-9.6335E+1
2105, 1.4666E-1, 2.9268E+1
3211, 1.4212E-1,-1.7564E+2
4316, 1.1207E-1,-1.8134E+1
5421, 1.2391E-1, 1.6802E+2
6526, 1.9926E-1,-5.9628E+0
7632, 1.3842E-1,-1.5542E+2
8737, 7.8412E-2, 1.171E+2
9842, 7.4581E-2,-3.5831E+1
10947, 5.4483E-2, 1.0007E+2
12053, 3.3396E-2,-1.3618E+2
13158, 9.5406E-3, 1.7964E+2
14263, 2.8402E-2,-1.9611E+0
15368, 1.9422E-2,-1.2155E+2
16474, 1.2426E-2, 3.5208E+1
17579, 7.2972E-3, 1.2115E+2
18684, 3.1958E-3,-1.7363E+2
19789, 3.8124E-3,-5.3464E+1
20895, 8.0812E-3, 1.2418E+2
22000, 4.7088E-3,-8.7476E+1
23105, 3.2868E-3,-2.2876E+1
24211, 2.3686E-3, 8.9161E+1
25316, 3.0274E-3,-1.2462E+2
26421, 3.944E-3,-5.2721E+0
27526, 3.1827E-3, 8.2262E+1
28632, 3.6697E-3, 1.4595E+2
29737, 2.4048E-3,-1.3681E+2
30842, 1.7779E-3,-8.3533E+1
31947, 1.6185E-3,-1.5975E+1
33053, 1.8934E-3, 6.0237E+1
34158, 4.2183E-3, 1.6998E+2
35263, 4.4579E-3,-6.627E+1
36368, 4.373E-3,-2.1646E+1
37474, 6.5138E-3, 9.6739E+1
38579, 3.5167E-3, 1.7108E+2
39684, 2.4969E-3,-1.1429E+2
40789, 3.7104E-3,-7.7548E+1
41895, 1.5539E-3,-1.0724E+1
43000, 5.0432E-3, 4.9132E+1
44105, 2.7061E-3, 1.5184E+2
45210, 1.817E-3,-1.3846E+2
46316, 1.0947E-3,-6.4753E+1
47421, 1.8136E-4, 1.009E+2
48526, 3.2799E-4,-1.738E+1
49632, 1.1123E-3, 1.1834E+2
50737, 9.933E-4,-1.1084E+2
51842, 1.7833E-3,-1.8332E+1
52947, 1.4451E-3, 1.0535E+2
54053, 1.4087E-3, 1.5014E+2
55158, 1.4868E-3,-7.7874E+1
56263, 9.369E-4,-1.4705E+2
57368, 1.1007E-3, 3.8507E+0
58474, 6.1049E-4, 7.6981E+1
59579, 9.2009E-4,-1.396E+2
60684, 8.6597E-4,-2.1741E+1
61789, 1.3129E-3, 6.985E+1
62895, 7.1543E-4, 1.7489E+2
64000, 8.3867E-4,-9.5836E+1
65105, 7.3804E-4, 7.1025E+1
66210, 2.6248E-4, 1.7303E+2
67316, 5.5164E-4,-1.1459E+2
68421, 4.4342E-4,-6.0724E+1
69526, 7.1278E-4, 8.546E+0
70632, 1.304E-3, 6.847E+1
71737, 1.2319E-3, 1.5755E+2
72842, 1.4711E-3,-1.3739E+2
