NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:20:27",
CHAN,MEAS,FORMAT
2,S21,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 4.2066E-6,-9.7325E+1
-18895, 6.3551E-6,-5.9642E+1
-17789, 4.9858E-6, 2.2482E+1
-16684, 2.5258E-6, 9.5444E-1
-15579, 9.0637E-7, 4.0806E+1
-14474, 4.406E-6, 5.4278E+1
-13368, 6.229E-6, 1.71E+2
-12263, 6.1083E-6,-1.4104E+2
-11158, 2.578E-6,-2.7968E+1
-10053, 5.3314E-6,-8.6277E+1
-8947, 1.0694E-5,-1.5716E+1
-7842, 1.137E-5, 2.0121E+1
-6737, 1.7352E-5, 9.1528E+1
-5632, 7.2568E-6, 9.2601E+1
-4526, 1.928E-5, 1.4324E+2
-3421, 1.7802E-5, 1.6746E+2
-2316, 3.4835E-5,-1.1157E+2
-1211, 8.0891E-5, 2.9594E+0
-105, 1.4985E-3, 4.758E+1
1000, 1.1396E-2,-8.7365E+1
2105, 1.6864E-2, 1.2895E+2
3211, 8.7415E-3,-7.0656E+0
4316, 2.3259E-3,-1.0365E+2
5421, 3.8599E-4,-1.5794E+2
6526, 5.0383E-4, 2.5487E+1
7632, 3.6009E-3,-2.1654E+1
8737, 3.7372E-3,-1.5373E+2
9842, 4.5372E-3, 1.6546E+2
10947, 4.3722E-3, 1.7619E+1
12053, 2.0915E-3,-9.966E+1
13158, 1.6165E-3, 1.3769E+2
14263, 2.9058E-3, 5.5172E+1
15368, 1.062E-3, 1.2526E+2
16474, 3.4239E-3,-9.8076E+1
17579, 2.7315E-4,-4.5792E+1
18684, 1.8411E-3, 5.6235E+1
19789, 1.3006E-3,-1.0963E+2
20895, 3.4533E-4, 6.5273E+1
22000, 6.4526E-4, 1.0237E+2
23105, 2.1388E-4, 1.3406E+2
24211, 1.0888E-4, 1.6818E+2
25316, 1.0427E-3,-1.6185E+2
26421, 1.1106E-3,-5.6464E+1
27526, 1.073E-3, 7.8181E+0
28632, 9.008E-4, 1.1078E+2
29737, 3.9435E-4, 1.7831E+2
30842, 1.3494E-4, 5.224E+0
31947, 1.7731E-4, 1.4777E+2
33053, 3.1958E-4,-1.375E+2
34158, 3.478E-5,-5.3043E+1
35263, 5.4085E-4,-7.4044E+1
36368, 1.3405E-4,-6.7429E+0
37474, 7.2262E-4, 5.3966E+1
38579, 6.5504E-4, 3.9961E+1
39684, 1.4996E-3,-1.71E+2
40789, 4.2229E-4,-1.1837E+2
41895, 9.9612E-4,-2.8791E+1
43000, 4.025E-4, 9.7778E+1
44105, 5.2058E-4, 5.4841E+1
45210, 5.1282E-4, 1.5357E+2
46316, 2.5978E-4,-7.3471E+1
47421, 8.2057E-4,-8.1057E+1
48526, 5.9496E-4, 1.2615E+2
49632, 7.6928E-4, 1.4186E+0
50737, 7.3058E-4, 1.7684E+2
51842, 7.9625E-4, 5.8585E+1
52947, 8.9187E-4,-9.4114E+1
54053, 8.3677E-4, 1.6795E+2
55158, 8.4973E-4, 2.8963E+0
56263, 4.8645E-4,-8.6873E+1
57368, 8.4311E-4, 7.3409E+1
58474, 4.6715E-4,-1.3947E+2
59579, 6.4774E-4, 1.4197E+2
60684, 7.0486E-4,-6.1353E+1
61789, 4.9524E-5,-1.7126E+1
62895, 4.3461E-4, 5.0456E+1
64000, 3.5612E-4,-1.4168E+2
65105, 2.9813E-4, 1.7954E+1
66210, 1.8654E-4, 1.1555E+2
67316, 2.7251E-4, 1.656E+2
68421, 2.7396E-4,-8.9267E+1
69526, 5.5365E-5, 9.6853E+1
70632, 1.5761E-4,-5.2348E+1
71737, 2.5589E-4,-4.5438E+1
72842, 4.6167E-4, 8.7404E+1
