NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:04:32",
CHAN,MEAS,FORMAT
1,S11,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
FREQUENCY,UNITS,UNITS
Hz,U,deg
50000000, 8.2737E-1,-1.0521E+2
52375000, 8.3668E-1,-1.096E+2
54750000, 8.4339E-1,-1.1391E+2
57125000, 8.5103E-1,-1.1843E+2
59500000, 8.5959E-1,-1.2262E+2
61875000, 8.6799E-1,-1.2692E+2
64250000, 8.7741E-1,-1.3111E+2
66625000, 8.8165E-1,-1.3535E+2
69000000, 8.9044E-1,-1.3992E+2
71375000, 8.9701E-1,-1.4417E+2
73750000, 9.0109E-1,-1.4816E+2
76125000, 9.1018E-1,-1.5276E+2
78500000, 9.1174E-1,-1.5729E+2
80875000, 9.1497E-1,-1.6224E+2
83250000, 9.1797E-1,-1.6696E+2
85625000, 9.1712E-1,-1.7181E+2
88000000, 9.2055E-1,-1.7716E+2
90375000, 9.1744E-1, 1.7741E+2
92750000, 9.1126E-1, 1.7113E+2
95125000, 8.9912E-1, 1.6451E+2
97500000, 8.7064E-1, 1.5731E+2
99875000, 8.2851E-1, 1.4994E+2
102250000, 7.6779E-1, 1.4348E+2
104625000, 7.164E-1, 1.3835E+2
107000000, 6.8404E-1, 1.3139E+2
109375000, 6.6511E-1, 1.2162E+2
111750000, 5.9187E-1, 1.089E+2
114125000, 4.9296E-1, 9.728E+1
116500000, 4.1377E-1, 8.1274E+1
118875000, 2.8948E-1, 5.6791E+1
121250000, 1.5344E-1, 1.6122E+1
123625000, 1.1854E-1,-6.7177E+1
126000000, 1.8798E-1,-1.2022E+2
128375000, 2.4542E-1,-1.4457E+2
130750000, 2.7455E-1,-1.6109E+2
133125000, 2.641E-1,-1.7299E+2
135500000, 2.2731E-1,-1.7786E+2
137875000, 1.897E-1,-1.7166E+2
140250000, 1.8729E-1,-1.5139E+2
142625000, 2.8606E-1,-1.4065E+2
145000000, 3.804E-1,-1.4695E+2
147375000, 4.4931E-1,-1.5497E+2
149750000, 5.0051E-1,-1.6362E+2
152125000, 5.354E-1,-1.7289E+2
154500000, 5.509E-1, 1.7728E+2
156875000, 5.4152E-1, 1.6735E+2
159250000, 5.0526E-1, 1.5794E+2
161625000, 4.425E-1, 1.5019E+2
164000000, 3.6794E-1, 1.4691E+2
166375000, 3.1015E-1, 1.5045E+2
168750000, 2.8797E-1, 1.5875E+2
171125000, 3.0328E-1, 1.6631E+2
173500000, 3.3732E-1, 1.6778E+2
175875000, 3.6847E-1, 1.6574E+2
178250000, 4.031E-1, 1.5886E+2
180625000, 4.1577E-1, 1.5032E+2
183000000, 3.8595E-1, 1.3592E+2
185375000, 3.2764E-1, 1.2268E+2
187750000, 2.1747E-1, 1.0584E+2
190125000, 9.4599E-2, 9.5725E+1
192500000, 4.219E-2,-1.2425E+2
194875000, 1.5857E-1,-1.2951E+2
197250000, 2.4554E-1,-1.3775E+2
199625000, 3.0446E-1,-1.4824E+2
202000000, 3.4187E-1,-1.547E+2
204375000, 3.5205E-1,-1.6169E+2
206750000, 3.5422E-1,-1.6611E+2
209125000, 3.285E-1,-1.6592E+2
211500000, 3.1734E-1,-1.5948E+2
213875000, 3.6542E-1,-1.5032E+2
216250000, 4.5761E-1,-1.4813E+2
218625000, 5.4439E-1,-1.5368E+2
221000000, 6.2234E-1,-1.5899E+2
223375000, 6.5738E-1,-1.6482E+2
225750000, 7.0159E-1,-1.7063E+2
228125000, 7.1775E-1,-1.7426E+2
230500000, 7.3692E-1,-1.788E+2
232875000, 7.9282E-1, 1.7791E+2
235250000, 8.1043E-1, 1.7171E+2
237625000, 8.1829E-1, 1.6545E+2
240000000, 8.0546E-1, 1.6243E+2
