NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:04:38",
CHAN,MEAS,FORMAT
3,S12,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
FREQUENCY,UNITS,UNITS
Hz,U,deg
50000000, 3.7217E-3, 1.5134E+0
52375000, 3.6146E-3,-1.3307E+0
54750000, 2.9302E-3,-6.5808E+0
57125000, 3.3443E-3,-4.5731E-1
59500000, 3.336E-3,-2.851E+0
61875000, 3.3992E-3,-5.3572E+0
64250000, 3.5112E-3,-1.094E+1
66625000, 3.2057E-3,-2.0308E+1
69000000, 2.8756E-3,-3.2076E+1
71375000, 2.7957E-3,-7.6143E+1
73750000, 4.3565E-3, 7.835E+1
76125000, 2.9497E-3, 3.5622E+1
78500000, 2.5806E-3, 3.5335E+1
80875000, 2.6949E-3, 4.3662E+1
83250000, 3.1433E-3, 5.1011E+1
85625000, 4.288E-3, 5.9319E+1
88000000, 5.4221E-3, 4.3684E+1
90375000, 5.0085E-3, 3.8607E+1
92750000, 4.9631E-3, 4.7157E+1
95125000, 5.7682E-3, 6.0274E+1
97500000, 8.8689E-3, 7.2481E+1
99875000, 1.4762E-2, 6.6701E+1
102250000, 2.1926E-2, 5.8174E+1
104625000, 4.9658E-2, 3.8856E+1
107000000, 4.2893E-2, 9.0225E+0
109375000, 5.6164E-2,-3.7169E+1
111750000, 4.449E-2,-4.0313E+1
114125000, 6.5674E-2,-5.5473E+1
116500000, 7.3458E-2,-8.678E+1
118875000, 7.6999E-2,-1.11E+2
121250000, 8.2476E-2,-1.3822E+2
123625000, 8.5442E-2,-1.6724E+2
126000000, 8.089E-2, 1.6059E+2
128375000, 6.1E-2, 1.28E+2
130750000, 3.4571E-2, 1.1567E+2
133125000, 3.5115E-2, 1.2513E+2
135500000, 3.6141E-2, 1.1351E+2
137875000, 3.6166E-2, 1.2174E+2
140250000, 7.2674E-2, 1.1376E+2
142625000, 8.7224E-2, 6.2448E+1
145000000, 6.745E-2, 3.2576E+1
147375000, 5.2062E-2, 1.5892E+1
149750000, 4.1719E-2, 5.6538E+0
152125000, 3.5701E-2,-9.7092E-1
154500000, 3.1116E-2,-8.6737E+0
156875000, 2.4955E-2,-1.4827E+1
159250000, 1.8437E-2,-7.9349E+0
161625000, 1.9951E-2, 1.7578E+1
164000000, 3.139E-2, 2.1558E+1
166375000, 4.525E-2, 9.51E+0
168750000, 5.8094E-2,-9.0651E+0
171125000, 6.9398E-2,-3.2588E+1
173500000, 6.9572E-2,-6.5915E+1
175875000, 5.2237E-2,-9.3245E+1
178250000, 3.6108E-2,-1.082E+2
180625000, 2.3478E-2,-1.19E+2
183000000, 1.327E-2,-1.3312E+2
185375000, 4.0679E-3, 1.4826E+1
187750000, 2.2691E-2,-1.4045E+1
190125000, 3.6655E-2,-3.7249E+1
192500000, 5.0621E-2,-6.1871E+1
194875000, 5.7797E-2,-8.6931E+1
197250000, 6.3364E-2,-1.1493E+2
199625000, 5.824E-2,-1.4366E+2
202000000, 5.2711E-2,-1.727E+2
204375000, 3.9347E-2, 1.5508E+2
206750000, 2.942E-2, 1.2991E+2
209125000, 2.304E-2, 9.7181E+1
211500000, 2.0939E-2, 5.7309E+1
213875000, 2.0574E-2, 1.8649E+0
216250000, 1.7366E-2,-5.0838E+1
218625000, 1.3477E-2,-9.155E+1
221000000, 7.9816E-3,-1.3136E+2
223375000, 2.0845E-3, 1.6775E+2
225750000, 5.26E-3, 2.9077E+1
228125000, 1.2929E-2,-7.8044E+0
230500000, 1.8704E-2,-4.5117E+1
232875000, 1.7852E-2,-7.4263E+1
235250000, 1.6845E-2,-8.7856E+1
237625000, 1.6441E-2,-1.0237E+2
240000000, 1.428E-2,-1.1657E+2
242375000, 1.25E-2,-1.2651E+2
