NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:04:40",
CHAN,MEAS,FORMAT
4,S22,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
FREQUENCY,UNITS,UNITS
Hz,U,deg
50000000, 8.27E-1,-1.0486E+2
52375000, 8.3622E-1,-1.0929E+2
54750000, 8.442E-1,-1.1354E+2
57125000, 8.5211E-1,-1.1791E+2
59500000, 8.6028E-1,-1.221E+2
61875000, 8.6986E-1,-1.2625E+2
64250000, 8.7718E-1,-1.3029E+2
66625000, 8.8292E-1,-1.3453E+2
69000000, 8.9028E-1,-1.3891E+2
71375000, 8.9623E-1,-1.4312E+2
73750000, 9.1053E-1,-1.4732E+2
76125000, 9.1462E-1,-1.5175E+2
78500000, 9.1767E-1,-1.5619E+2
80875000, 9.2057E-1,-1.608E+2
83250000, 9.2263E-1,-1.655E+2
85625000, 9.2289E-1,-1.7042E+2
88000000, 9.2382E-1,-1.7553E+2
90375000, 9.2154E-1, 1.789E+2
92750000, 9.1557E-1, 1.7278E+2
95125000, 8.9881E-1, 1.6631E+2
97500000, 8.6866E-1, 1.599E+2
99875000, 8.3146E-1, 1.5415E+2
102250000, 7.8962E-1, 1.4894E+2
104625000, 7.9491E-1, 1.457E+2
107000000, 7.7078E-1, 1.3474E+2
109375000, 7.5296E-1, 1.2204E+2
111750000, 6.7483E-1, 1.1007E+2
114125000, 5.8617E-1, 9.4596E+1
116500000, 4.6609E-1, 7.6031E+1
118875000, 3.3068E-1, 5.0688E+1
121250000, 1.8886E-1, 8.6311E+0
123625000, 1.4461E-1,-6.8721E+1
126000000, 2.0638E-1,-1.27E+2
128375000, 2.4435E-1,-1.5983E+2
130750000, 2.2517E-1, 1.7877E+2
133125000, 1.5397E-1, 1.7144E+2
135500000, 1.0641E-1,-1.6692E+2
137875000, 1.2927E-1,-1.2036E+2
140250000, 3.0162E-1,-1.1679E+2
142625000, 3.84E-1,-1.4016E+2
145000000, 4.0164E-1,-1.4824E+2
147375000, 4.46E-1,-1.5429E+2
149750000, 4.8567E-1,-1.6205E+2
152125000, 5.0691E-1,-1.7055E+2
154500000, 5.0657E-1,-1.7927E+2
156875000, 4.8101E-1, 1.7228E+2
159250000, 4.2882E-1, 1.6617E+2
161625000, 3.7384E-1, 1.6649E+2
164000000, 3.6035E-1, 1.7161E+2
166375000, 3.8125E-1, 1.7381E+2
168750000, 4.0939E-1, 1.715E+2
171125000, 4.1737E-1, 1.648E+2
173500000, 3.7377E-1, 1.6102E+2
175875000, 3.6449E-1, 1.6474E+2
178250000, 3.9504E-1, 1.6277E+2
180625000, 4.0714E-1, 1.5504E+2
183000000, 3.8497E-1, 1.4588E+2
185375000, 3.3325E-1, 1.3669E+2
187750000, 2.5232E-1, 1.2747E+2
190125000, 1.5102E-1, 1.2645E+2
192500000, 7.8517E-2, 1.5739E+2
194875000, 1.0123E-1,-1.5164E+2
197250000, 1.7071E-1,-1.3692E+2
199625000, 2.5061E-1,-1.3692E+2
202000000, 3.3153E-1,-1.42E+2
204375000, 3.8596E-1,-1.513E+2
206750000, 3.9688E-1,-1.5904E+2
209125000, 3.8789E-1,-1.6179E+2
211500000, 3.8159E-1,-1.6041E+2
213875000, 3.9681E-1,-1.5641E+2
216250000, 4.4273E-1,-1.5241E+2
218625000, 5.1557E-1,-1.5262E+2
221000000, 5.9204E-1,-1.5643E+2
223375000, 6.5001E-1,-1.6161E+2
225750000, 6.8974E-1,-1.6712E+2
228125000, 7.1427E-1,-1.7165E+2
230500000, 7.3369E-1,-1.7454E+2
232875000, 7.8615E-1,-1.7813E+2
235250000, 8.2104E-1, 1.7539E+2
237625000, 8.1978E-1, 1.7017E+2
240000000, 8.1532E-1, 1.6589E+2
