! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Thursday, 23 July 2015 11:12:51
! TIMEZONE (GMT-08:00) Pacific Time (US & Canada)
! NAME Keysight Technologies
! MODEL N9913A
! SERIAL MY53101626
! FIRMWARE_VERSION A.08.00
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 1220541102
! CORRECTION1 ON U
! DATA Freq,S11
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
50000000,-1.68049465411958
50439882.6979472,-1.69795016229531
50879765.3958944,-1.71045228743944
51319648.0938416,-1.70834910300664
51759530.7917888,-1.68663004301027
52199413.4897361,-1.66323687634302
52639296.1876833,-1.626126513544
53079178.8856305,-1.58465613063029
53519061.5835777,-1.54863604830469
53958944.2815249,-1.53134608362075
54398826.9794721,-1.51798641975316
54838709.6774193,-1.53560561002061
55278592.3753665,-1.54790034721528
55718475.0733138,-1.5502010458514
56158357.771261,-1.54054832919835
56598240.4692082,-1.51293791688073
57038123.1671554,-1.4742462815856
57478005.8651026,-1.43701693975687
57917888.5630498,-1.40586370954172
58357771.260997,-1.38549921418943
58797653.9589442,-1.38066778155883
59237536.6568914,-1.38921243039403
59677419.3548387,-1.40043589369785
60117302.0527859,-1.39926483346935
60557184.7507331,-1.38318795452507
60997067.4486803,-1.36360378881288
61436950.1466275,-1.3180639641748
61876832.8445747,-1.29091190832109
62316715.5425219,-1.26485004019714
62756598.2404691,-1.26333121539966
63196480.9384163,-1.2651239572194
63636363.6363636,-1.28453023077916
64076246.3343108,-1.29898663774387
64516129.032258,-1.30715065606609
64956011.7302052,-1.28822412485349
65395894.4281524,-1.25652191003316
65835777.1260996,-1.22097673297206
66275659.8240468,-1.18705389705504
66715542.521994,-1.17703883932735
67155425.2199413,-1.17971475267826
67595307.9178885,-1.18299636718583
68035190.6158357,-1.19316118253569
68475073.3137829,-1.22282576700074
68914956.0117301,-1.22264757429324
69354838.7096774,-1.21301833745968
69794721.4076246,-1.1854980295834
70234604.1055718,-1.15438778807854
70674486.803519,-1.13931143853001
71114369.5014662,-1.12563456012738
71554252.1994134,-1.12865756280765
71994134.8973607,-1.15650745825759
72434017.5953079,-1.16721784347854
72873900.2932551,-1.19354455881665
73313782.9912023,-1.19696203272702
73753665.6891495,-1.18068233758612
74193548.3870968,-1.15633682785554
74633431.085044,-1.14859113408529
75073313.7829912,-1.13986865791622
75513196.4809384,-1.14044868290771
75953079.1788856,-1.16408046069831
76392961.8768329,-1.19439529322277
76832844.5747801,-1.24013288756111
77272727.2727273,-1.26747249962762
77712609.9706745,-1.26829429012362
78152492.6686217,-1.25347647717471
78592375.366569,-1.23386780029626
79032258.0645162,-1.21640057803159
79472140.7624634,-1.20407859839833
79912023.4604106,-1.21191824613379
80351906.1583578,-1.24540779491455
80791788.856305,-1.29946962080091
81231671.5542523,-1.35408127905177
81671554.2521995,-1.39902539928987
82111436.9501467,-1.42592811132867
82551319.6480939,-1.42794114100775
82991202.3460411,-1.41945780607206
83431085.0439884,-1.40971102253687
83870967.7419356,-1.41457478502932
84310850.4398828,-1.43327467944122
84750733.13783,-1.4813094162758
85190615.8357772,-1.55304088423172
85630498.5337245,-1.62409777271368
86070381.2316717,-1.68949373835255
86510263.9296189,-1.74249289118541
86950146.6275661,-1.755030768785
87390029.3255133,-1.76572738870208
87829912.0234606,-1.77239764893856
88269794.7214078,-1.80061117423805
88709677.419355,-1.84349632478762
89149560.1173022,-1.90245318871522
89589442.8152494,-1.99647133453656
90029325.5131966,-2.07980975178441
90469208.2111439,-2.14794183203605
90909090.9090911,-2.21089220459103
91348973.6070383,-2.26287671121012
91788856.3049855,-2.28212126359134
92228739.0029327,-2.31363431527688
92668621.70088,-2.36776025273212
93108504.3988272,-2.43233217114213
93548387.0967744,-2.53717245823942
93988269.7947216,-2.64195835047614
94428152.4926688,-2.75188096157177
94868035.1906161,-2.84165753700861
95307917.8885633,-2.92304149770013
95747800.5865105,-2.97161960337439
96187683.2844577,-3.01532800102011
96627565.9824049,-3.08409806713447
97067448.6803522,-3.16078714121799
97507331.3782994,-3.26457689264091
97947214.0762466,-3.39879539386606
98387096.7741938,-3.55699434766914
98826979.472141,-3.72537044283932
99266862.1700882,-3.85502798709815
99706744.8680355,-3.96224662798596
100146627.565983,-4.02482941628439
100586510.26393,-4.08882006331915
101026392.961877,-4.15214528100685
101466275.659824,-4.21480904510593
101906158.357772,-4.35554990094161
102346041.055719,-4.49799736459784
102785923.753666,-4.67368806846476
103225806.451613,-4.85084468316572
103665689.14956,-5.03038466994929
104105571.847508,-5.17011163871242
104545454.545455,-5.29607191676379
104985337.243402,-5.38978657018823
105425219.941349,-5.52147311480974
105865102.639297,-5.63622569137135
106304985.337244,-5.80111639045389
106744868.035191,-5.98404851214672
107184750.733138,-6.17080186931358
107624633.431085,-6.35635112842058
108064516.129033,-6.54641537766683
108504398.82698,-6.6734765948408
108944281.524927,-6.80262541092567
109384164.222874,-6.90666741674653
109824046.920822,-7.0029693471359
110263929.618769,-7.15469208046538
110703812.316716,-7.32780489742398
111143695.014663,-7.55443122431485
111583577.71261,-7.79466138895447
112023460.410558,-8.03006466161333
112463343.108505,-8.23445740002635
112903225.806452,-8.40168223140108
113343108.504399,-8.52665677654293
113782991.202346,-8.65042346289788
114222873.900294,-8.78307138891988
114662756.598241,-8.92559575664493
115102639.296188,-9.13174899479909
115542521.994135,-9.36931422889614
115982404.692083,-9.63569461587458
