NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:08:52",
CHAN,MEAS,FORMAT
1,S11,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
FREQUENCY,UNITS,UNITS
Hz,U,deg
50000000, 8.2802E-1,-1.0527E+2
52375000, 8.3684E-1,-1.0962E+2
54750000, 8.4306E-1,-1.1399E+2
57125000, 8.5206E-1,-1.1845E+2
59500000, 8.5925E-1,-1.2264E+2
61875000, 8.6846E-1,-1.2694E+2
64250000, 8.7751E-1,-1.3105E+2
66625000, 8.817E-1,-1.3536E+2
69000000, 8.9128E-1,-1.399E+2
71375000, 8.9472E-1,-1.442E+2
73750000, 9.0393E-1,-1.4839E+2
76125000, 9.1053E-1,-1.5291E+2
78500000, 9.1062E-1,-1.5739E+2
80875000, 9.1456E-1,-1.6227E+2
83250000, 9.169E-1,-1.6696E+2
85625000, 9.1659E-1,-1.7191E+2
88000000, 9.2059E-1,-1.7704E+2
90375000, 9.1641E-1, 1.7749E+2
92750000, 9.1132E-1, 1.7125E+2
95125000, 8.9911E-1, 1.6475E+2
97500000, 8.7342E-1, 1.5762E+2
99875000, 8.372E-1, 1.5037E+2
102250000, 7.817E-1, 1.4351E+2
104625000, 7.3721E-1, 1.3725E+2
107000000, 6.875E-1, 1.2966E+2
109375000, 6.4926E-1, 1.197E+2
111750000, 5.7089E-1, 1.082E+2
114125000, 4.725E-1, 9.7149E+1
116500000, 3.8714E-1, 8.2414E+1
118875000, 2.6251E-1, 6.0809E+1
121250000, 1.2621E-1, 2.5347E+1
123625000, 8.2189E-2,-6.9022E+1
126000000, 1.5438E-1,-1.237E+2
128375000, 2.121E-1,-1.4538E+2
130750000, 2.4149E-1,-1.5933E+2
133125000, 2.3851E-1,-1.6859E+2
135500000, 2.1414E-1,-1.7075E+2
137875000, 1.9567E-1,-1.6269E+2
140250000, 2.2254E-1,-1.4635E+2
142625000, 3.1449E-1,-1.4358E+2
145000000, 3.947E-1,-1.4985E+2
147375000, 4.5559E-1,-1.5772E+2
149750000, 4.9937E-1,-1.6613E+2
152125000, 5.2723E-1,-1.7507E+2
154500000, 5.3567E-1, 1.7556E+2
156875000, 5.1802E-1, 1.6622E+2
159250000, 4.7512E-1, 1.5823E+2
161625000, 4.1815E-1, 1.5307E+2
164000000, 3.6249E-1, 1.5203E+2
166375000, 3.2639E-1, 1.5547E+2
168750000, 3.1776E-1, 1.6047E+2
171125000, 3.302E-1, 1.6385E+2
173500000, 3.4936E-1, 1.643E+2
175875000, 3.7291E-1, 1.6256E+2
178250000, 4.0121E-1, 1.572E+2
180625000, 4.0171E-1, 1.462E+2
183000000, 3.7625E-1, 1.3462E+2
185375000, 2.9682E-1, 1.2E+2
187750000, 1.9598E-1, 1.0931E+2
190125000, 7.4684E-2, 1.1002E+2
192500000, 6.4089E-2,-1.4828E+2
194875000, 1.5643E-1,-1.3619E+2
197250000, 2.3565E-1,-1.4342E+2
199625000, 2.9374E-1,-1.4865E+2
202000000, 3.2679E-1,-1.5633E+2
204375000, 3.5001E-1,-1.618E+2
206750000, 3.3728E-1,-1.655E+2
209125000, 3.2296E-1,-1.6562E+2
211500000, 3.2121E-1,-1.5761E+2
213875000, 3.692E-1,-1.4913E+2
216250000, 4.6144E-1,-1.4941E+2
218625000, 5.5588E-1,-1.5295E+2
221000000, 6.1146E-1,-1.5947E+2
223375000, 6.7325E-1,-1.657E+2
225750000, 6.9348E-1,-1.7013E+2
228125000, 7.1573E-1,-1.7576E+2
230500000, 7.4535E-1,-1.7825E+2
232875000, 7.7686E-1, 1.7809E+2
235250000, 8.2657E-1, 1.7063E+2
237625000, 8.1179E-1, 1.663E+2
240000000, 8.014E-1, 1.611E+2
242375000, 8.0484E-1, 1.5829E+2
