NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:08:55",
CHAN,MEAS,FORMAT
2,S21,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
FREQUENCY,UNITS,UNITS
Hz,U,deg
50000000, 3.7303E-3, 1.2483E+0
52375000, 3.6072E-3,-7.2098E-1
54750000, 3.511E-3,-3.9771E+0
57125000, 3.2811E-3,-4.0375E-1
59500000, 3.3969E-3,-2.6985E+0
61875000, 3.498E-3,-5.2583E+0
64250000, 3.5863E-3,-1.185E+1
66625000, 3.3991E-3,-2.2017E+1
69000000, 3.1522E-3,-3.8543E+1
71375000, 3.7555E-3,-1.173E+2
73750000, 2.9226E-3, 5.2537E+1
76125000, 2.5017E-3, 4.0625E+1
78500000, 2.7966E-3, 3.8856E+1
80875000, 2.9977E-3, 3.8936E+1
83250000, 3.2874E-3, 4.0917E+1
85625000, 3.5024E-3, 4.5003E+1
88000000, 4.7876E-3, 4.7954E+1
90375000, 4.8874E-3, 3.7834E+1
92750000, 4.7342E-3, 4.1554E+1
95125000, 4.8561E-3, 5.22E+1
97500000, 6.3018E-3, 7.5278E+1
99875000, 1.2392E-2, 8.446E+1
102250000, 2.5514E-2, 7.2539E+1
104625000, 5.1348E-2, 2.9132E+1
107000000, 4.9355E-2, 1.1993E+1
109375000, 5.3151E-2,-3.3136E+1
111750000, 4.9696E-2,-3.9022E+1
114125000, 6.9167E-2,-5.7945E+1
116500000, 7.9275E-2,-9.0678E+1
118875000, 8.0933E-2,-1.1873E+2
121250000, 8.1358E-2,-1.4668E+2
123625000, 8.0569E-2,-1.7569E+2
126000000, 7.4227E-2, 1.5222E+2
128375000, 5.5543E-2, 1.193E+2
130750000, 3.0133E-2, 1.0622E+2
133125000, 2.8228E-2, 1.2211E+2
135500000, 2.9056E-2, 1.2066E+2
137875000, 4.1432E-2, 1.3319E+2
140250000, 8.1377E-2, 1.0333E+2
142625000, 8.1077E-2, 5.958E+1
145000000, 6.5478E-2, 3.4872E+1
147375000, 5.4451E-2, 1.8795E+1
149750000, 4.7021E-2, 6.8266E+0
152125000, 4.234E-2,-4.4522E+0
154500000, 3.7025E-2,-1.8053E+1
156875000, 2.8435E-2,-3.1117E+1
159250000, 1.6743E-2,-3.4132E+1
161625000, 1.3119E-2, 1.9042E+1
164000000, 2.9593E-2, 2.7765E+1
166375000, 4.6538E-2, 1.0815E+1
168750000, 6.1795E-2,-1.1339E+1
171125000, 7.3168E-2,-4.0566E+1
173500000, 6.5726E-2,-7.4377E+1
175875000, 4.7531E-2,-9.8855E+1
178250000, 3.139E-2,-1.1647E+2
180625000, 1.6991E-2,-1.26E+2
183000000, 5.658E-3,-1.1049E+2
185375000, 1.1755E-2,-9.2958E+0
187750000, 2.8896E-2,-2.487E+1
190125000, 4.4262E-2,-4.9411E+1
192500000, 5.512E-2,-7.5427E+1
194875000, 6.0557E-2,-1.0258E+2
197250000, 5.9507E-2,-1.3114E+2
199625000, 5.2649E-2,-1.5995E+2
202000000, 4.0479E-2, 1.7129E+2
204375000, 2.8807E-2, 1.4687E+2
206750000, 2.0477E-2, 1.2284E+2
209125000, 1.4935E-2, 9.2019E+1
211500000, 1.0973E-2, 4.6452E+1
213875000, 7.9711E-3,-9.808E+0
216250000, 5.2464E-3,-6.0748E+1
218625000, 2.1646E-3,-8.7476E+1
221000000, 1.4689E-3, 3.0245E+1
223375000, 5.923E-3, 2.3362E+1
225750000, 1.1543E-2, 1.0643E+0
228125000, 1.7133E-2,-2.6502E+1
230500000, 1.9841E-2,-5.6813E+1
232875000, 1.7396E-2,-7.7265E+1
235250000, 1.7355E-2,-8.7784E+1
237625000, 1.6617E-2,-1.043E+2
240000000, 1.4693E-2,-1.1777E+2
