NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:09:52",
CHAN,MEAS,FORMAT
3,S12,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 6.2008E-6, 6.5285E+1
-18895, 4.7202E-6,-5.6125E+1
-17789, 4.4598E-6, 1.7871E+2
-16684, 7.0567E-6,-4.7103E+1
-15579, 2.8833E-6, 4.2654E+0
-14474, 8.1228E-6, 3.8025E+1
-13368, 9.8439E-6, 1.5606E+2
-12263, 8.163E-6, 1.7706E+2
-11158, 9.0721E-6,-7.4189E+1
-10053, 6.7716E-6,-8.5001E+1
-8947, 1.437E-5,-6.9626E-1
-7842, 1.1919E-5, 1.7623E+1
-6737, 2.0115E-5, 9.5441E+1
-5632, 9.1458E-6, 8.974E+1
-4526, 1.8587E-5, 1.416E+2
-3421, 1.8493E-5, 1.6151E+2
-2316, 3.7897E-5,-1.2059E+2
-1211, 7.7957E-5,-2.7438E+0
-105, 1.5098E-3, 4.6914E+1
1000, 1.1493E-2,-8.7922E+1
2105, 1.705E-2, 1.2847E+2
3211, 8.8688E-3,-7.2949E+0
4316, 2.3366E-3,-1.0554E+2
5421, 3.822E-4,-1.4386E+2
6526, 4.6491E-4, 2.9729E+1
7632, 3.6225E-3,-1.8987E+1
8737, 3.9014E-3,-1.517E+2
9842, 4.5644E-3, 1.6536E+2
10947, 4.5263E-3, 1.7117E+1
12053, 2.1104E-3,-1.0406E+2
13158, 1.6644E-3, 1.3565E+2
14263, 2.8563E-3, 5.4314E+1
15368, 1.0535E-3, 1.2345E+2
16474, 3.4382E-3,-9.7355E+1
17579, 1.8227E-4,-4.2599E+1
18684, 1.7886E-3, 5.4816E+1
19789, 1.3469E-3,-1.0831E+2
20895, 4.2133E-4, 6.0114E+1
22000, 7.1658E-4, 1.0479E+2
23105, 2.769E-4, 1.452E+2
24211, 1.3784E-4,-1.4412E+2
25316, 9.5644E-4,-1.5979E+2
26421, 1.075E-3,-5.2571E+1
27526, 1.0105E-3, 1.0481E+1
28632, 8.749E-4, 1.1414E+2
29737, 3.8055E-4,-1.7561E+2
30842, 1.857E-4, 1.1485E+1
31947, 2.1631E-4, 1.5564E+2
33053, 3.2183E-4,-1.2438E+2
34158, 1.5683E-4, 6.5014E+1
35263, 5.8377E-4,-1.0399E+2
36368, 5.3127E-4,-2.4009E+1
37474, 1.1344E-3, 6.1684E+1
38579, 5.5172E-4,-1.6859E+2
39684, 3.9798E-4,-1.3144E+2
40789, 3.3724E-4, 1.0886E+2
41895, 7.6512E-4,-9.09E+1
43000, 6.512E-4, 2.4899E+1
44105, 1.0039E-3, 1.0422E+2
45210, 9.8352E-4,-1.4931E+2
46316, 1.44E-3,-4.9963E+1
47421, 6.4208E-4, 1.5778E+1
48526, 1.1124E-3, 1.1327E+2
49632, 3.9966E-4, 9.7074E+1
50737, 1.4945E-3,-1.617E+2
51842, 8.4988E-4,-3.5155E+1
52947, 1.3846E-3,-3.507E+1
54053, 1.189E-3, 1.2018E+2
55158, 5.6754E-4, 5.7666E+1
56263, 8.0948E-4,-1.278E+2
57368, 4.3017E-4, 9.9075E+1
58474, 7.29E-4,-7.9027E+1
59579, 6.5081E-4, 9.3652E+1
60684, 3.045E-4,-7.5762E+1
61789, 2.4471E-4,-1.2308E+2
62895, 6.2603E-4, 4.1627E+1
64000, 4.1589E-4,-1.4694E+2
65105, 2.4043E-4, 4.0763E+1
66210, 2.7873E-4, 1.614E+2
67316, 2.4615E-4,-1.2494E+2
68421, 4.1831E-4,-3.6255E+1
69526, 2.936E-4, 9.6258E+1
70632, 4.8504E-5,-1.0823E+2
71737, 1.2987E-4,-3.2547E-1
72842, 3.7894E-4, 1.1751E+2
