NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:09:55",
CHAN,MEAS,FORMAT
4,S22,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 3.8776E-4, 1.2351E+2
-18895, 2.8558E-4, 1.7053E+2
-17789, 2.8028E-4, 1.7985E+2
-16684, 3.1329E-4,-1.4826E+2
-15579, 3.814E-4,-1.369E+2
-14474, 4.4346E-4,-8.0314E+1
-13368, 5.9088E-4,-8.3171E+1
-12263, 2.8296E-4,-1.2994E+1
-11158, 3.5003E-4,-2.0867E+1
-10053, 2.9383E-4, 4.0905E+1
-8947, 1.4231E-4, 1.77E+2
-7842, 4.096E-4, 4.4111E+1
-6737, 3.5468E-4,-1.1096E+2
-5632, 3.0273E-4,-9.5751E+1
-4526, 1.0467E-3,-2.1569E+1
-3421, 8.702E-4, 3.6922E+1
-2316, 7.0879E-4, 1.3995E+2
-1211, 5.4238E-2,-1.7553E+2
-105, 3.769E-1, 5.5552E+1
1000, 4.1768E-1,-9.6331E+1
2105, 1.4666E-1, 2.9327E+1
3211, 1.4212E-1,-1.7557E+2
4316, 1.1208E-1,-1.8121E+1
5421, 1.2389E-1, 1.6796E+2
6526, 1.9931E-1,-5.9038E+0
7632, 1.39E-1,-1.5533E+2
8737, 7.8247E-2, 1.168E+2
9842, 7.4778E-2,-3.5601E+1
10947, 5.4819E-2, 1.0052E+2
12053, 3.3677E-2,-1.3643E+2
13158, 9.5842E-3,-1.7759E+2
14263, 2.9025E-2,-2.1547E+0
15368, 1.88E-2,-1.2185E+2
16474, 1.2264E-2, 3.8746E+1
17579, 7.1513E-3, 1.2691E+2
18684, 3.0343E-3,-1.6017E+2
19789, 4.2416E-3,-4.4385E+1
20895, 8.7442E-3, 1.2082E+2
22000, 4.4435E-3,-9.7506E+1
23105, 3.2779E-3,-3.9187E+1
24211, 1.9814E-3, 6.7626E+1
25316, 2.203E-3,-1.1959E+2
26421, 3.4866E-3, 5.1471E+0
27526, 2.8282E-3, 9.4963E+1
28632, 3.1881E-3, 1.5342E+2
29737, 1.9356E-3,-1.262E+2
30842, 1.2325E-3,-8.0461E+1
31947, 1.1517E-3,-1.849E+1
33053, 1.5917E-3, 5.9186E+1
34158, 3.964E-3, 1.7488E+2
35263, 4.3247E-3,-6.0757E+1
36368, 4.3116E-3,-1.6849E+1
37474, 6.4412E-3, 1.0828E+2
38579, 1.7534E-3,-1.7446E+2
39684, 2.0844E-3,-1.5182E+2
40789, 3.6109E-3,-8.255E+1
41895, 2.4035E-3,-1.9556E+1
43000, 4.3108E-3, 5.9753E+1
44105, 1.9518E-3, 1.7978E+2
45210, 4.286E-4,-5.6146E+1
46316, 4.1243E-4, 1.2754E+2
47421, 8.6555E-4, 1.656E+2
48526, 5.2352E-4,-1.416E+2
49632, 7.9669E-4,-1.5784E+2
50737, 2.2562E-3,-5.9319E+1
51842, 2.9244E-3, 1.8074E+1
52947, 2.7713E-3, 1.1425E+2
54053, 2.3476E-3, 1.6615E+2
55158, 2.1353E-3,-9.1042E+1
56263, 1.2985E-3,-1.1792E+2
57368, 1.7132E-3, 4.8477E-1
58474, 1.1642E-3, 5.8185E+1
59579, 1.027E-3,-1.6652E+2
60684, 8.038E-4,-3.8595E+1
61789, 1.5057E-3, 6.4532E+1
62895, 1.1242E-3, 1.7198E+2
64000, 9.7152E-4,-1.0842E+2
65105, 3.7934E-4, 5.8957E+1
66210, 4.8927E-4,-7.28E+1
67316, 6.4916E-4,-2.242E+1
68421, 8.7318E-4, 8.3518E+1
69526, 3.6852E-4, 1.7538E+2
70632, 3.3179E-4, 5.5849E+1
71737, 9.1962E-4, 1.6213E+2
72842, 1.2399E-3,-1.1933E+2
