NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:09:46",
CHAN,MEAS,FORMAT
1,S11,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 2.4445E-4, 9.5821E+1
-18895, 3.5347E-4, 1.7397E+2
-17789, 3.2759E-4,-1.7373E+2
-16684, 3.5502E-4,-1.5682E+2
-15579, 4.2134E-4,-1.3965E+2
-14474, 4.5071E-4,-9.0775E+1
-13368, 4.608E-4,-6.6554E+1
-12263, 2.7876E-4,-3.2655E+1
-11158, 4.3578E-4,-1.5791E+1
-10053, 2.8427E-4, 2.5024E+1
-8947, 2.8372E-4, 1.2692E+2
-7842, 5.5539E-4, 5.1883E+1
-6737, 6.8879E-4,-6.1484E+1
-5632, 4.8169E-4,-1.2658E+2
-4526, 9.2749E-4,-3.1279E+1
-3421, 1.139E-3, 3.0185E+1
-2316, 1.1237E-3, 1.273E+2
-1211, 5.5935E-2, 1.7435E+2
-105, 3.8391E-1, 4.9044E+1
1000, 4.3153E-1,-1.0105E+2
2105, 1.4463E-1, 2.6292E+1
3211, 1.4544E-1,-1.7999E+2
4316, 1.1134E-1,-2.2919E+1
5421, 1.2207E-1, 1.6369E+2
6526, 1.9336E-1,-8.6147E+0
7632, 1.3759E-1,-1.5846E+2
8737, 8.151E-2, 1.1595E+2
9842, 8.0446E-2,-3.5123E+1
10947, 5.3369E-2, 1.003E+2
12053, 3.3366E-2,-1.3759E+2
13158, 9.7694E-3, 1.7491E+2
14263, 2.7707E-2,-2.6573E+0
15368, 2.1284E-2,-1.1974E+2
16474, 1.3252E-2, 4.4418E+1
17579, 7.2541E-3, 1.246E+2
18684, 2.9275E-3,-1.3227E+2
19789, 4.8717E-3,-2.3548E+1
20895, 9.8491E-3, 1.251E+2
22000, 5.0145E-3,-1.0536E+2
23105, 4.4243E-3,-4.8669E+1
24211, 2.6011E-3, 6.0927E+1
25316, 1.0797E-3,-1.5631E+2
26421, 1.8237E-3,-5.2103E+0
27526, 1.0486E-3, 8.3154E+1
28632, 1.8014E-3, 1.2848E+2
29737, 1.2376E-3, 1.6124E+2
30842, 1.5331E-3,-1.2929E+2
31947, 1.5473E-3,-5.601E+1
33053, 1.755E-3, 4.32E+1
34158, 3.2912E-3, 1.6399E+2
35263, 3.9781E-3,-8.5773E+1
36368, 4.3344E-3,-7.5311E+0
37474, 4.9898E-3, 7.3942E+1
38579, 4.3203E-3, 1.7321E+2
39684, 2.7834E-3,-1.6311E+2
40789, 5.1739E-3,-7.0248E+1
41895, 2.5303E-3, 2.1355E+0
43000, 4.1624E-3, 5.0162E+1
44105, 2.8122E-3, 1.4761E+2
45210, 1.7802E-3, 1.7618E+2
46316, 2.9717E-3,-1.1249E+2
47421, 1.4758E-3, 3.4799E+0
48526, 2.0877E-3, 1.4318E+1
49632, 3.0236E-3, 1.5124E+2
50737, 1.5166E-3,-5.7155E+1
51842, 9.3954E-4,-5.2646E+1
52947, 2.8939E-3, 9.6732E+1
54053, 1.4111E-3,-1.2165E+2
55158, 6.8928E-4,-1.5391E+2
56263, 1.467E-3,-5.1732E+1
57368, 7.264E-4,-6.3723E+1
58474, 1.8737E-3, 7.3691E+1
59579, 5.9315E-4,-1.3462E+2
60684, 6.1271E-4,-1.4145E+2
61789, 1.0797E-3, 2.7066E+1
62895, 1.0562E-3, 1.5512E+2
64000, 7.6598E-4,-9.0098E+1
65105, 7.0473E-4,-3.2393E+1
66210, 1.1017E-3, 8.3495E+1
67316, 5.7653E-4,-1.236E+2
68421, 2.1875E-4, 1.5775E+2
69526, 4.4895E-4, 9.0623E+0
70632, 1.9422E-4, 8.3454E+1
71737, 4.296E-4, 1.4603E+2
