NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:17:44",
CHAN,MEAS,FORMAT
2,S21,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
FREQUENCY,UNITS,UNITS
Hz,U,deg
50000000, 3.7668E-3, 1.5958E+0
52375000, 3.6419E-3,-1.1288E+0
54750000, 3.5194E-3,-2.9306E+0
57125000, 3.4478E-3,-4.1542E+0
59500000, 3.5237E-3,-6.0809E+0
61875000, 2.8787E-3,-1.0503E+1
64250000, 3.4649E-3,-1.3857E+1
66625000, 3.1673E-3,-2.3914E+1
69000000, 2.7946E-3,-4.071E+1
71375000, 2.1363E-3,-1.5415E+2
73750000, 2.4509E-3, 4.0165E+1
76125000, 2.2595E-3, 2.936E+1
78500000, 2.2892E-3, 3.5979E+1
80875000, 2.7835E-3, 4.4653E+1
83250000, 3.7936E-3, 4.156E+1
85625000, 4.0869E-3, 1.967E+1
88000000, 1.7017E-3, 2.2897E+1
90375000, 3.9026E-3, 6.0171E+1
92750000, 4.0165E-3, 6.168E+1
95125000, 4.7461E-3, 7.9924E+1
97500000, 1.0038E-2, 1.0922E+2
99875000, 3.5343E-2, 7.3597E+1
102250000, 3.1544E-2, 1.8986E+1
104625000, 2.7211E-2,-1.2579E+0
107000000, 2.6568E-2, 2.6505E-1
109375000, 4.2202E-2,-6.5231E-1
111750000, 6.1842E-2,-3.9372E+1
114125000, 6.3513E-2,-6.5053E+1
116500000, 7.3557E-2,-9.0372E+1
118875000, 8.1071E-2,-1.2337E+2
121250000, 7.3623E-2,-1.5975E+2
123625000, 5.5633E-2, 1.6629E+2
126000000, 2.8729E-2, 1.4242E+2
128375000, 2.2786E-2,-1.357E+2
130750000, 9.7206E-2,-1.7237E+2
133125000, 1.1364E-1, 1.2552E+2
135500000, 8.7512E-2, 8.9275E+1
137875000, 7.0696E-2, 6.721E+1
140250000, 6.0115E-2, 5.0109E+1
142625000, 5.4157E-2, 3.7441E+1
145000000, 5.254E-2, 1.696E+1
147375000, 3.9693E-2,-4.9727E+0
149750000, 2.5286E-2,-1.5921E+1
152125000, 1.4613E-2,-4.6143E+0
154500000, 1.5161E-2, 4.1251E+1
156875000, 3.4095E-2, 4.5045E+1
159250000, 4.6395E-2, 1.6181E+1
161625000, 4.4749E-2, 3.6118E-1
164000000, 5.4853E-2,-9.2258E+0
166375000, 5.8456E-2,-3.7889E+1
168750000, 4.6054E-2,-5.6242E+1
171125000, 3.9612E-2,-6.7015E+1
173500000, 3.2608E-2,-7.8933E+1
175875000, 2.4055E-2,-8.6819E+1
178250000, 1.529E-2,-7.815E+1
180625000, 1.8141E-2,-4.067E+1
183000000, 3.1183E-2,-4.9802E+1
185375000, 3.5273E-2,-6.9258E+1
187750000, 3.4146E-2,-8.2389E+1
190125000, 3.3174E-2,-8.7981E+1
192500000, 3.9985E-2,-9.453E+1
194875000, 4.4918E-2,-1.1681E+2
197250000, 4.1518E-2,-1.3901E+2
199625000, 3.6357E-2,-1.567E+2
202000000, 3.2946E-2,-1.7232E+2
204375000, 3.1002E-2, 1.6588E+2
206750000, 2.8069E-2, 1.3911E+2
209125000, 2.3969E-2, 1.0423E+2
211500000, 1.9145E-2, 6.5893E+1
213875000, 1.4756E-2, 2.5045E+1
216250000, 1.0181E-2,-6.5836E+0
218625000, 8.478E-3,-1.7849E+1
221000000, 7.8092E-3,-2.9156E+1
223375000, 7.5621E-3,-2.219E+1
225750000, 1.1735E-2,-2.1984E+1
228125000, 1.5772E-2,-4.409E+1
230500000, 1.5827E-2,-6.7878E+1
232875000, 1.32E-2,-7.6542E+1
235250000, 1.4549E-2,-8.1201E+1
237625000, 1.4587E-2,-9.59E+1
240000000, 1.3032E-2,-1.088E+2
