NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
" 5 May 2014 ","12:17:49",
CHAN,MEAS,FORMAT
4,S22,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
FREQUENCY,UNITS,UNITS
Hz,U,deg
50000000, 8.2779E-1,-1.0499E+2
52375000, 8.391E-1,-1.0946E+2
54750000, 8.4773E-1,-1.137E+2
57125000, 8.5308E-1,-1.1795E+2
59500000, 8.593E-1,-1.2218E+2
61875000, 8.6996E-1,-1.2621E+2
64250000, 8.8071E-1,-1.3045E+2
66625000, 8.8685E-1,-1.346E+2
69000000, 8.9154E-1,-1.3896E+2
71375000, 8.9849E-1,-1.4302E+2
73750000, 9.0949E-1,-1.4763E+2
76125000, 9.167E-1,-1.5203E+2
78500000, 9.2004E-1,-1.5636E+2
80875000, 9.1955E-1,-1.6089E+2
83250000, 9.1996E-1,-1.6561E+2
85625000, 9.2085E-1,-1.7042E+2
88000000, 9.2356E-1,-1.7555E+2
90375000, 9.2642E-1, 1.7921E+2
92750000, 9.1888E-1, 1.729E+2
95125000, 9.0071E-1, 1.6623E+2
97500000, 8.6451E-1, 1.5992E+2
99875000, 8.4994E-1, 1.5657E+2
102250000, 8.3702E-1, 1.4768E+2
104625000, 7.9181E-1, 1.4014E+2
107000000, 7.4547E-1, 1.3263E+2
109375000, 7.1811E-1, 1.2388E+2
111750000, 6.7571E-1, 1.0941E+2
114125000, 5.6405E-1, 9.4459E+1
116500000, 4.3933E-1, 7.6933E+1
118875000, 2.9752E-1, 5.2388E+1
121250000, 1.4748E-1, 1.2706E+1
123625000, 8.8788E-2,-8.2035E+1
126000000, 1.5416E-1,-1.4658E+2
128375000, 1.6464E-1, 1.7697E+2
130750000, 3.9225E-2,-1.3932E+2
133125000, 2.2497E-1,-1.3168E+2
135500000, 2.3472E-1,-1.5483E+2
137875000, 2.0707E-1,-1.5365E+2
140250000, 2.3274E-1,-1.4104E+2
142625000, 3.135E-1,-1.3792E+2
145000000, 3.9104E-1,-1.4447E+2
147375000, 4.478E-1,-1.5288E+2
149750000, 4.8972E-1,-1.619E+2
152125000, 5.1116E-1,-1.7078E+2
154500000, 5.0906E-1,-1.7861E+2
156875000, 4.9598E-1, 1.7452E+2
159250000, 4.567E-1, 1.6687E+2
161625000, 4.099E-1, 1.6647E+2
164000000, 4.2063E-1, 1.6544E+2
166375000, 3.916E-1, 1.6104E+2
168750000, 3.6658E-1, 1.6218E+2
171125000, 3.5271E-1, 1.6275E+2
173500000, 3.5121E-1, 1.6403E+2
175875000, 3.6998E-1, 1.6367E+2
178250000, 3.9856E-1, 1.5918E+2
180625000, 4.0717E-1, 1.4943E+2
183000000, 3.6582E-1, 1.353E+2
185375000, 2.7409E-1, 1.2245E+2
187750000, 1.6558E-1, 1.122E+2
190125000, 5.0208E-2, 1.2805E+2
192500000, 8.5473E-2,-1.2496E+2
194875000, 1.9344E-1,-1.2376E+2
197250000, 2.8383E-1,-1.3251E+2
199625000, 3.4845E-1,-1.4291E+2
202000000, 3.9347E-1,-1.5063E+2
204375000, 4.2447E-1,-1.5722E+2
206750000, 4.3789E-1,-1.6341E+2
209125000, 4.2018E-1,-1.6781E+2
211500000, 3.8918E-1,-1.6753E+2
213875000, 3.8541E-1,-1.6187E+2
216250000, 4.3104E-1,-1.5557E+2
218625000, 5.1056E-1,-1.5482E+2
221000000, 5.8767E-1,-1.5841E+2
223375000, 6.3616E-1,-1.6378E+2
225750000, 6.6362E-1,-1.6891E+2
228125000, 6.8596E-1,-1.7172E+2
230500000, 7.3E-1,-1.7383E+2
232875000, 7.8651E-1,-1.7809E+2
235250000, 8.2143E-1, 1.7569E+2
237625000, 8.2445E-1, 1.6994E+2
240000000, 8.1996E-1, 1.6534E+2
